img_path,question,true_answer,predicted_answer
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9d8fa17a.jpg,What is the main color of the drink depicted?,yellow,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3adba435.jpg,What is the main design feature on the case?,droplets,water
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba4a2afc.jpg,What is the case's overall style?,slim,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/405e3f48.jpg,What's the case's main color?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c7c596ec.jpg,What color is the background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8cb87cb7.jpg,What is the color of the mop head?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/85d4d160.jpg,What type of flowers are depicted?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/85959b9a.jpg,What is the main design element?,guitar,guitar
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/87b8aafc.jpg,What is the background color of the phone case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/be09c903.jpg,What shape are the pegs?,round,square
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/29c17999.jpg,What shape is the cereal box?,rectangle,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c10f5bcc.jpg,What is the main color of the fan?,white,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ac2ebf3a.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5884e8b2.jpg,What is the girl wearing?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/39ec68a6.jpg,What material is the shoe's upper?,textile,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6042b887.jpg,What is the shape of the bags?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a494fe51.jpg,What is the dominant color?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/84e5fc16.jpg,What's the main design element?,roses,roses
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/743529fe.jpg,What is the texture of the swatch?,fabric,textured
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/caaa5cd8.jpg,What is the main color scheme of the phone case?,purple,multicolor
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0945cb12.jpg,What is the cat holding?,strawberry,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5bb6c76f.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b2f51fa8.jpg,What is the mat's primary use?,yoga,yoga
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4cbd4e80.jpg,How many filters are in the pack?,three,three
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3897fd93.jpg,What color are the prominent flowers?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/bdeef9d9.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/722949cd.jpg,What color is the background?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1514dbda.jpg,What color are the balloons?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e6ef1914.jpg,What is the main color of the liquid?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/69dd1fba.jpg,What material forms the number?,chain,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/6faeb717.jpg,How many cushions are visible?,four,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5f8140cd.jpg,What material are the straps made of?,fabric,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4bca6879.jpg,What is the dominant color?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3e54ac85.jpg,What is the main color of the door closer?,bronze,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7ba5bf13.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7ecde3e1.jpg,What is the primary color of the pan's body?,silver,silver
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e94a6b13.jpg,What material is depicted on the case?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/088d9b51.jpg,What is the shape of the pendant?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/98ad7887.jpg,What is the earring type?,studs,studs
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f177ac68.jpg,What is the main color of the water?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7374dfc6.jpg,What is the primary color of the cookies?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0ae9854b.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/198b8612.jpg,What material is the bucket?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b3dd9b0a.jpg,How many colored blocks are shown?,four,six
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/554242a1.jpg,What is the dominant metal color?,gold,gold
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/167c4beb.jpg,What is the main color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0245c69c.jpg,What is the shape of the towels?,rectangular,rectangular
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7cc9d6d5.jpg,What is the material of the container?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c0a36d90.jpg,What is the dominant background color?,dark,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/30b30c5f.jpg,What shape is repeatedly shown?,hearts,stars
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1e00bd6c.jpg,What connector type is on the left?,hdmi,usb
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3dec59b4.jpg,What animal is featured on the case?,bear,bear
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b61b23a1.jpg,What is the case material?,silicon,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f0855a25.jpg,What color are the shoes?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1d34fa7b.jpg,What is the shape of the main design?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/657080e4.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/326e3e87.jpg,What is the main color of the background?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/df8735c3.jpg,What is the main color of the table?,brown,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/570a127c.jpg,What is the texture of the fabric?,smooth,smooth
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f7777a5b.jpg,What is the shoe's main color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/64bfd9fd.jpg,What is the shape of the board?,rectangle,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fac8317b.jpg,What shape are most of the blossoms?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a611781b.jpg,What is the primary color of the upholstery?,gray,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dc516fe3.jpg,What word is written on the case?,queen,queen
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e33d8d10.jpg,What is on top of the bus?,luggage,luggage
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/99eca0af.jpg,What shape are the main objects?,bus,bus
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/29407c15.jpg,What type of beans are inside?,whole,roasted
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d7032b34.jpg,What is the mat's primary color?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/51ac5192.jpg,What is the main ingredient?,coconut,soap
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d945a937.jpg,What shape is the back rest?,square,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/281298aa.jpg,What material is the case made of?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1c42335e.jpg,What shape are the water droplets depicted?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/7cae9bb6.jpg,What is the bench's overall shape?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a7bea3ec.jpg,What is the design style?,geometric,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ba797fd9.jpg,What is the main color theme of the phone case?,orange,orange
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e1b52757.jpg,What is the puppy sitting on?,grass,grass
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a140b454.jpg,What is the case material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1775104f.jpg,What is the dominant color on the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/24370668.jpg,What is depicted in the background image?,train,train
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d795e1aa.jpg,What's depicted on the case?,flowers,flowers
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1b54881b.jpg,What shape is the phone case?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e6853e9a.jpg,What is the primary color of the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0c6f0044.jpg,What is the main color of the phone case?,gold,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2722feaf.jpg,What is the pattern on the duvet?,stripes,stripes
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a940f7e8.jpg,What word is shown on one of the charms?,love,love
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ecaec449.jpg,What shape is the design on the case?,circle,smiley
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5be89dbc.jpg,"What color is the word ""KISS""?",orange,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8405be83.jpg,What's the design's subject?,flowers,flowers
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/679f7675.jpg,What is the main color of the house?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/531854ee.jpg,What color is the case?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/c9244613.jpg,What color are the hearts?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/3c5aa57b.jpg,What shape are the stones?,round,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dbf46710.jpg,What is the girl's hair color?,brown,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/4966c6bd.jpg,What is the background?,winter,background
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8d0706e1.jpg,What is the dominant color of the case design?,beige,multicolor
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/abde7cac.jpg,What material is the carrying case?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e11ee58e.jpg,What is the case's material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/683899c4.jpg,Is the case design geometric?,yes,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b5692651.jpg,What is the packaging material?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/cf9ee727.jpg,What is the container made of?,plastic,glass
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2a7ce177.jpg,What is the primary color of the phone case?,gray,grey
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2a40178e.jpg,What is the case's material?,plastic,fabric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0e00108d.jpg,What is the upholstery material?,velvet,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d36acc3c.jpg,What is the shape of the bottles?,bottle,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ad6bdc4a.jpg,What is the main color of the bags?,pink,white
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fdc4ef9d.jpg,What is the shape of the chair's base?,star,curved
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/14f65057.jpg,What color is the background?,green,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/28b881d7.jpg,What's the background?,sky,sky
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1af9303c.jpg,What material forms the number?,chain,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f9acca1c.jpg,What is the rug's primary background color?,ivory,beige
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e3597890.jpg,What color is the cheese?,yellow,yellow
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/59b6cfe3.jpg,What type of furniture is this?,cabinet,dresser
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f97c1831.jpg,What's depicted on the case?,tree,tree
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/df302b3c.jpg,What material is the rug made of?,fabric,cotton
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b37fde2d.jpg,What color is the shampoo bottle?,beige,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/84851893.jpg,How many pandas are there?,six,six
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/17111c5f.jpg,What natural feature is prominently displayed?,beach,ocean
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/697a75d4.jpg,What is the main color of the pandas?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/b9853aa1.jpg,What is the main color of the case?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dceb31bf.jpg,What type of jewelry is shown?,necklace,necklace
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/0259500f.jpg,What is the design's subject?,woman,girl
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/89f89c8e.jpg,What is the background color?,pink,pink
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/841f794c.jpg,What animal is depicted on the packaging?,bear,cat
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/154509df.jpg,What is the shape of the phone case?,rectangular,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/823e21f7.jpg,What is the frame's overall shape?,rectangle,rectangle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/ec6da64c.jpg,What is the background color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5f0622bf.jpg,What color are the designs on the case?,white,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/23740a24.jpg,What is the main ingredient?,chicken,chicken
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/8908431d.jpg,What shape is the central design?,heart,heart
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/fa888b3f.jpg,What is the background color?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/80527989.jpg,What material appears to be the chair's frame?,wood,wood
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/22a2cafc.jpg,What is the overall texture of the design?,geometric,geometric
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/243ace46.jpg,What is the material of the container?,plastic,plastic
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/a8e07348.jpg,What is the shape of the lamp base?,curved,round
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/16e75aea.jpg,What is the main color of the sky in the image?,blue,blue
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/1cb491c3.jpg,What is the background color of the case?,black,black
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/f9c5e013.jpg,What is the main color of the background?,brown,brown
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/2ef7e59a.jpg,What material is the case (as stated in the context)?,plastic,metal
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/df5d003d.jpg,How many washcloths are shown?,two,two
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/44bcddf6.jpg,Is the frame thick or thin?,thick,thick
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/53500cc3.jpg,What's the packaging type?,plastic,bottle
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/5e4da0fa.jpg,What is the color of the pouch?,tan,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/d6101cc1.jpg,What color is the ink cartridge?,black,green
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/dbbd3c47.jpg,What is the overall style of the lamp?,modern,modern
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/e4605a86.jpg,What is the dominant color of the phone case?,red,red
/kaggle/input/dataset-curated-with-split/Sf/Sf_images/9847e967.jpg,What is the phone's brand visible on the back?,xiaomi,lenovo
